timestamp,username,ip_address,user_agent,location,login_success,is_fraud,login_attempts_1h,ip_changes_24h,user_agent_mismatch,time_since_last_login,location_change,mouse_velocity,mouse_distance,keystroke_dwell,keystroke_flight
2025-05-07 13:21:00.386198,user_1,192.168.1.14,Safari-Desktop,US,1,0.0,12,46,0,-4395.999939183333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-07 13:37:00.391501,user_1,192.168.1.4,Chrome-Desktop,UK,0,0.0,13,47,1,0.0,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-07 17:11:00.390080,user_1,192.168.1.3,Safari-Mobile,DE,0,0.0,13,48,1,0.0,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-07 19:15:00.382376,user_1,192.168.1.44,Safari-Mobile,US,1,0.0,13,49,1,-4042.0000028833333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-07 23:22:00.383733,user_1,192.168.1.50,Safari-Desktop,US,1,0.0,13,50,0,-3794.9999802666666,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 03:18:00.389547,user_1,192.168.1.24,Safari-Mobile,US,1,0.0,13,51,1,-3558.999883366667,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 05:29:00.393937,user_1,192.168.1.40,Chrome-Mobile,US,1,0.0,13,52,1,-3427.9998102,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 06:41:00.382857,user_1,192.168.1.41,Safari-Desktop,DE,1,0.0,13,53,0,-3355.999994866667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 08:26:00.395259,user_1,192.168.1.33,Firefox-Desktop,DE,1,0.0,13,54,1,-3250.9997881666663,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 08:50:00.388962,user_1,192.168.1.46,Firefox-Mobile,UK,1,0.0,14,55,1,-3226.999893116667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 09:58:00.391426,user_1,192.168.1.31,Chrome-Desktop,SG,1,0.0,14,56,1,-3158.9998520500003,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 10:21:00.384051,user_1,192.168.1.39,Chrome-Desktop,SG,1,0.0,15,57,1,-3135.9999749666667,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 11:18:00.389139,user_1,192.168.1.30,Chrome-Mobile,DE,1,0.0,16,58,1,-3078.999890166667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 11:23:00.382441,user_1,192.168.1.12,Firefox-Mobile,UK,1,0.0,17,59,1,-3074.0000018,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 13:53:00.382236,user_1,192.168.1.18,Chrome-Mobile,US,1,0.0,17,60,1,-2924.0000052166665,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 14:12:00.395104,user_1,192.168.1.9,Safari-Desktop,UK,1,0.0,18,61,0,-2904.99979075,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 15:13:00.385651,user_1,192.168.1.38,Safari-Mobile,US,1,0.0,18,62,1,-2843.9999483,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 19:53:00.389265,user_1,192.168.1.2,Chrome-Mobile,IN,1,0.0,18,63,1,-2563.9998880666667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 20:00:00.382929,user_1,192.168.1.10,Chrome-Mobile,IN,1,0.0,19,64,1,-2556.9999936666663,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 20:00:00.384135,user_1,192.168.1.12,Firefox-Desktop,IN,1,0.0,20,65,1,-2556.9999735666665,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-08 23:47:00.384294,user_1,192.168.1.26,Firefox-Mobile,IN,1,0.0,20,66,1,-2329.999970916667,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 02:21:00.382294,user_1,192.168.1.7,Chrome-Mobile,SG,1,0.0,20,67,1,-2176.00000425,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 05:18:00.385477,user_1,192.168.1.12,Firefox-Desktop,SG,1,0.0,20,68,1,-1998.9999512,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 05:55:00.388523,user_1,192.168.1.26,Firefox-Desktop,IN,1,0.0,21,69,1,-1961.9999004333333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 12:23:00.394568,user_1,192.168.1.27,Chrome-Mobile,IN,1,0.0,21,70,1,-1573.9997996833333,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 13:42:00.383507,user_1,192.168.1.4,Chrome-Desktop,SG,1,0.0,21,71,1,-1494.9999840333332,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 15:57:00.387022,user_1,192.168.1.19,Firefox-Mobile,UK,1,0.0,21,72,1,-1359.99992545,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 16:03:00.386151,user_1,192.168.1.42,Chrome-Desktop,UK,1,0.0,22,73,1,-1353.9999399666667,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 16:57:00.390947,user_1,192.168.1.29,Firefox-Desktop,IN,1,0.0,23,74,1,-1299.9998600333333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 18:33:00.383919,user_1,192.168.1.22,Chrome-Desktop,US,1,0.0,23,75,1,-1203.9999771666667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 18:48:00.390446,user_1,192.168.1.39,Safari-Desktop,IN,0,0.0,24,76,0,0.0,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 18:50:00.382521,user_1,192.168.1.23,Chrome-Mobile,DE,1,0.0,25,77,1,-1187.0000004666665,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 18:54:00.384904,user_1,192.168.1.44,Chrome-Desktop,SG,1,0.0,26,78,1,-1182.99996075,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 21:44:00.387789,user_1,192.168.1.43,Chrome-Mobile,DE,1,0.0,26,79,1,-1012.9999126666667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 22:25:00.392338,user_1,192.168.1.6,Safari-Desktop,DE,0,0.0,27,80,0,0.0,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 22:35:00.386912,user_1,192.168.1.13,Safari-Mobile,IN,1,0.0,28,81,1,-961.9999272833334,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-09 23:34:00.393914,user_1,192.168.1.28,Chrome-Desktop,DE,1,0.0,29,82,1,-902.9998105833333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 01:06:00.391225,user_1,192.168.1.40,Firefox-Desktop,SG,1,0.0,29,83,1,-810.9998554,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 01:12:00.384009,user_1,192.168.1.3,Safari-Mobile,IN,0,0.0,30,84,1,0.0,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 01:44:00.392251,user_1,192.168.1.29,Chrome-Mobile,IN,1,0.0,31,85,1,-772.9998383,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 01:59:00.383307,user_1,192.168.1.34,Safari-Desktop,US,1,0.0,32,86,0,-757.9999873666667,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 02:21:00.387238,user_1,192.168.1.24,Safari-Mobile,UK,1,0.0,33,87,1,-735.99992185,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 04:32:00.392589,user_1,192.168.1.33,Safari-Mobile,SG,1,0.0,33,88,1,-604.9998326666666,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 09:01:00.393245,user_1,192.168.1.18,Safari-Mobile,UK,1,0.0,33,89,1,-335.9998217333333,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 09:24:00.395458,user_1,192.168.1.41,Safari-Desktop,US,1,0.0,34,90,0,-312.99978484999997,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 10:53:00.392434,user_1,192.168.1.45,Firefox-Mobile,SG,1,0.0,34,91,1,-223.99983525000002,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 11:49:00.389111,user_1,192.168.1.34,Safari-Desktop,IN,1,0.0,35,92,0,-167.99989063333334,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 12:00:00.387324,user_1,192.168.1.36,Chrome-Desktop,IN,1,0.0,36,93,1,-156.99992041666667,0,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 12:09:00.386601,user_1,192.168.1.4,Firefox-Desktop,SG,1,0.0,37,94,1,-147.99993246666665,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 13:15:00.395831,user_1,192.168.1.49,Firefox-Mobile,DE,1,0.0,37,95,1,-81.99977863333334,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-10 14:37:00.382549,user_1,192.168.1.5,Chrome-Mobile,IN,1,0.0,37,96,1,0.0,1,254.8026302097935,2262.1459405724227,95.93165979267224,51.63550171786733
2025-05-03 15:54:00.386457,user_10,192.168.1.42,Safari-Mobile,DE,1,0.0,0,1,0,-9860.000053083333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-03 17:22:00.395927,user_10,192.168.1.43,Safari-Mobile,UK,1,0.0,0,2,0,-9771.99989525,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-03 22:59:00.393541,user_10,192.168.1.37,Firefox-Mobile,DE,1,0.0,0,3,1,-9434.999935016667,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 05:56:00.386259,user_10,192.168.1.38,Safari-Mobile,IN,0,1.0,0,4,0,0.0,1,1088.735772442495,6456.679891619771,56.564161526973024,111.31427440936343
2025-05-04 06:18:00.393724,user_10,192.168.1.7,Firefox-Mobile,US,1,0.0,1,5,1,-8995.999931966666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 07:49:00.394077,user_10,192.168.1.14,Chrome-Desktop,UK,1,0.0,1,6,1,-8904.999926083334,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 07:54:00.386795,user_10,192.168.1.14,Chrome-Desktop,UK,1,0.0,2,6,1,-8900.000047450001,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 10:12:00.393939,user_10,192.168.1.36,Chrome-Desktop,IN,1,0.0,2,7,1,-8761.999928383333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 12:28:00.392646,user_10,192.168.1.26,Firefox-Mobile,DE,1,0.0,2,8,1,-8625.999949933333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 13:26:00.388868,user_10,192.168.1.36,Chrome-Desktop,SG,0,0.0,3,9,1,0.0,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 15:35:00.393168,user_10,192.168.1.21,Chrome-Mobile,US,1,0.0,3,10,1,-8438.999941233333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 19:04:00.389910,user_10,192.168.1.40,Firefox-Mobile,UK,1,0.0,3,11,1,-8229.999995533333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 20:42:00.385303,user_10,192.168.1.33,Chrome-Mobile,SG,1,0.0,3,12,1,-8132.000072316666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 21:02:00.393003,user_10,192.168.1.37,Firefox-Desktop,US,1,0.0,4,13,1,-8111.999943983334,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 22:03:00.388628,user_10,192.168.1.22,Chrome-Mobile,DE,1,0.0,4,14,1,-8051.0000168999995,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-04 22:43:00.390930,user_10,192.168.1.32,Firefox-Desktop,US,1,0.0,5,15,1,-8010.999978533333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 02:21:00.390043,user_10,192.168.1.7,Safari-Mobile,SG,1,0.0,5,16,0,-7792.999993316666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 06:33:00.388086,user_10,192.168.1.2,Firefox-Desktop,SG,1,0.0,5,17,1,-7541.000025933333,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 09:10:00.389874,user_10,192.168.1.41,Chrome-Mobile,SG,1,0.0,5,18,1,-7383.999996133333,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 09:55:00.384739,user_10,192.168.1.29,Safari-Desktop,IN,1,0.0,6,19,1,-7339.000081716667,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 11:29:00.384460,user_10,192.168.1.23,Safari-Mobile,UK,1,0.0,6,20,0,-7245.000086366666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 12:45:00.386028,user_10,192.168.1.40,Firefox-Desktop,DE,1,0.0,6,21,1,-7169.000060233333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 16:23:00.391670,user_10,192.168.1.6,Firefox-Mobile,UK,1,0.0,6,22,1,-6950.9999662,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 17:51:00.395587,user_10,192.168.1.36,Safari-Desktop,UK,1,0.0,6,23,1,-6862.999900916667,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 19:07:00.394198,user_10,192.168.1.12,Safari-Desktop,US,1,0.0,6,24,1,-6786.999924066667,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 19:24:00.387402,user_10,192.168.1.11,Safari-Desktop,IN,1,0.0,7,25,1,-6770.000037333333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 20:00:00.386279,user_10,192.168.1.14,Firefox-Desktop,UK,1,0.0,8,26,1,-6734.00005605,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 20:52:00.385738,user_10,192.168.1.43,Firefox-Desktop,SG,1,0.0,9,27,1,-6682.000065066666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-05 23:20:00.383567,user_10,192.168.1.49,Chrome-Mobile,US,0,0.0,9,28,1,0.0,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 01:02:00.384819,user_10,192.168.1.4,Firefox-Mobile,IN,1,0.0,9,29,1,-6432.000080383334,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 01:20:00.392182,user_10,192.168.1.4,Chrome-Mobile,US,1,0.0,10,29,1,-6413.999957666666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 03:09:00.385958,user_10,192.168.1.28,Chrome-Desktop,IN,1,0.0,10,30,1,-6305.0000614,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 04:01:00.385295,user_10,192.168.1.27,Firefox-Mobile,US,0,0.0,11,31,1,0.0,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 04:53:00.386563,user_10,192.168.1.50,Firefox-Desktop,SG,1,0.0,12,32,1,-6201.000051316666,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 04:59:00.388407,user_10,192.168.1.11,Chrome-Mobile,DE,1,0.0,13,33,1,-6195.000020583333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 05:09:00.386159,user_10,192.168.1.37,Chrome-Desktop,UK,1,0.0,14,34,1,-6185.00005805,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 11:33:00.391078,user_10,192.168.1.25,Safari-Mobile,SG,1,0.0,14,35,0,-5800.999976066667,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 11:54:00.393337,user_10,192.168.1.19,Safari-Mobile,US,1,0.0,15,36,0,-5779.999938416667,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-06 12:35:00.393716,user_10,192.168.1.9,Chrome-Mobile,DE,1,0.0,16,37,1,-5738.9999321000005,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 03:08:00.387990,user_10,192.168.1.47,Chrome-Mobile,SG,1,0.0,16,38,1,-4866.000027533333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 04:30:00.389483,user_10,192.168.1.39,Safari-Mobile,US,1,0.0,16,39,0,-4784.00000265,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 05:42:00.383414,user_10,192.168.1.20,Chrome-Desktop,SG,1,0.0,16,40,1,-4712.0001038,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 07:43:00.389849,user_10,192.168.1.49,Chrome-Desktop,SG,1,0.0,16,41,1,-4590.99999655,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 08:25:00.391417,user_10,192.168.1.36,Firefox-Mobile,SG,0,0.0,17,42,1,0.0,0,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 09:48:00.383277,user_10,192.168.1.39,Chrome-Mobile,UK,1,0.0,17,43,1,-4466.000106083333,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 10:03:00.384059,user_10,192.168.1.40,Safari-Desktop,SG,1,0.0,18,44,1,-4451.00009305,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
2025-05-07 10:04:00.385668,user_10,192.168.1.24,Firefox-Desktop,UK,0,0.0,19,45,1,0.0,1,319.73518598592335,1829.4006384344536,123.79950810242418,56.09701311244695
